course_id,title,credits,department,level,description,terms_offered
CEUS-T 552,INTRODUCTORY PERSIAN II,3 credits,CEUS,500,"Course Description: This course continues Introductory Persian 1.  While working further on basic sentence structure, we will develop greater fluency in pronunciation, reading, and writing.  Our aim is a working vocabulary of 700 words; we will also begin studing compound verbs and other idiomatic expressions.  Internet resources will be used extensively.","Typically Offered: Spring, Summer"
CEUS-T 557,INTRODUCTORY SORANI KURDISH II,3 credits,CEUS,500,"Course Description: Introductory Sorani Kurdish II will help students learn to read, write, and speak the Kurdish dialect used in northern Iraq and parts of western Iran. ",Typically Offered: Summer
CEUS-T 562,INTRODUCTORY MONGOLIAN II,3 credits,CEUS,500,"Course Description: In this course, we expand the competencies already mastered in Introductory Mongolian I. By the end of the semester students can use the main cases and finite verb tenses, as well as some modals (converbs) and simple compound sentences. Students also learn about Mongolian culture by reading simple folk tales.","Typically Offered: Spring, Summer"
CEUS-T 572,INTRODUCTORY TIBETAN II,3 credits,CEUS,500,"Course Description: Introductory Tibetan II is a further introduction to the basics of Tibetan language. While expanding the competencies developed in the previous semester, students receive daily written, reading and audio home assignments. Conversation preparation is also required. We also have coffee hours to enable students to talk to Tibetan native speakers.",Typically Offered: Summer
CEUS-T 582,INTRODUCTORY TURKISH II,3 credits,CEUS,500,"Course Description: Introductory Turkish II continues Introductory Turkish I, expanding at a higher level basic competencies previously mastered. Students develop communicative skills as they assimilate the basics of Turkish grammar. In addition to the textbook, we use other media such as short video clips from Turkish television, songs, and newspaper articles.","Typically Offered: Spring, Summer"
CEUS-T 599,INTRODUCTORY CENTRAL EURASIAN LANGUAGES,3 credits,CEUS,500,Course Description: This variable titles class is used for spring semester of introductory-level modern language classes which do not yet have their own number.  Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,"Typically Offered: Spring, Summer"
CEUS-T 599,INTRODUCTORY KYRGYZ II (INTRODUCTORY CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,500,Course Description: This variable titles class is used for spring semester of introductory-level modern language classes which do not yet have their own number.  Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,"Typically Offered: Spring, Summer"
CEUS-T 602,INTERMEDIATE FINNISH II,3 credits,CEUS,600,Course Description: Intermediate Finnish II continues Intermediate Finnish I.,Typically Offered: Summer
CEUS-T 604,INTERMEDIATE ESTONIAN II,3 credits,CEUS,600,"Course Description: Intermediate Estonian II finishes covering Estonian grammatical structures (morphology and syntax) and develops skills by reading, conversation, discussion, oral presentations, a weekly journal, short essays, and listening. Materials introduce Estonian culture, including current press sources (print and Internet), short fiction, poetry, documentaries, feature films, and new news programs.",Typically Offered: Summer
CEUS-T 612,INTERMEDIATE UZBEK II,3 credits,CEUS,600,Course Description: Intermediate Uzbek II continues Intermediate Uzbek I.,Typically Offered: Summer
CEUS-T 614,INTERMEDIATE KAZAKH II,3 credits,CEUS,600,"Course Description: Intermediate Kazakh's primary goal is to teach students to use Kazakh for everyday situations and purposes related to work and social life. Lessons are in Kazakh only, except some grammar analogues. Components include grammar structures, small texts, vocabulary, listening activities, and writing exercises.",Typically Offered: Summer
CEUS-T 632,INTERMEDIATE UYGHUR II,3 credits,CEUS,600,"Course Description: Intermediate Uyghur II is much like Intermediate Uyghur I. While developing skills, we will introduce contemporary Eastern Turkestan, its culture and mentality, so students may communicate effectively. Also included: translation skills, partner work and discussions, authentic listening and video material. Independent work out of class is an essential part.",Typically Offered: Summer
CEUS-T 642,INTERMEDIATE HUNGARIAN II,3 credits,CEUS,600,"Course Description: Intermediate Hungarian helps students converse more fluently about personal and simple academic topics, articulate their feelings and opinions, read short literary and scholarly texts, and write for basic personal, business, and academic purposes. Authentic texts and video teach about Hungary. Moderately complex grammatical forms are introduced.",Typically Offered: Summer
CEUS-T 652,INTERMEDIATE PERSIAN II,3 credits,CEUS,600,"Course Description: This course continues Intermediate Persian I, concentrating on complex grammatical structures and vocabulary acquisition.  Emphasizing reading and writing skills, we will also work on fluency in modern colloquial pronunciation (Tehran dialect).  We will study texts drawn from textbooks, modern Iranian publications and authentic materials, and internet resources.","Typically Offered: Spring, Summer"
CEUS-T 656,MIDDLE IRANIAN LANGUAGES,3 credits,CEUS,600,"Course Description: This variable title course introduces one or more of the following Iranian languages dating from the first to twelfth centuries: Middle Persian (Pahlavi); Middle Parthian and Manichaean Middle Persian; Sogdian; Bactrain and Saka. Documents are drawn from manuscripts, manuscript fragments, and/or inscriptions.",Typically Offered: Summer
CEUS-T 656,MIDDLE PERSIAN (MIDDLE IRANIAN LANGUAGES),3 credits,CEUS,600,"Course Description: This variable title course introduces one or more of the following Iranian languages dating from the first to twelfth centuries: Middle Persian (Pahlavi); Middle Parthian and Manichaean Middle Persian; Sogdian; Bactrain and Saka. Documents are drawn from manuscripts, manuscript fragments, and/or inscriptions.",Typically Offered: Summer
CEUS-T 657,INTERMEDIATE SORANI KURDISH II,3 credits,CEUS,600,"Course Description: Intermediate Sorani Kurdish will help students will continue where students left off, bringing them from basic communication to more detail-oriented conversations. We will also start using native sources such as newspapers and other audio-visual media.",Typically Offered: Summer
CEUS-T 662,INTERMEDIATE MONGOLIAN II,3 credits,CEUS,600,"Course Description: This course expands the basic Mongolian conversation, grammar, reading and writing skills introduced in the first semester. Students master the most useful kinds of compound and complex sentences of Mongolian and voice infixes in conversation and writing. Students also learn more about Mongolian culture and traditions.",Typically Offered: Summer
CEUS-T 672,INTERMEDIATE TIBETAN II,3 credits,CEUS,600,"Course Description: Intermediate Tibetan II is mainly aimed at the further development of the students' abilities with basic features of Tibetan language. In addition to the textbook, other materials such as short stories, articles etc., will be used for students' daily writing and reading assignments.",Typically Offered: Summer
CEUS-T 682,INTERMEDIATE TURKISH II,3 credits,CEUS,600,Course Description: Intermediate Turkish II continues Intermediate Turkish I.,"Typically Offered: Spring, Summer"
CEUS-T 685,CLASSICAL TURKISH: OTTOMAN,3 credits,CEUS,600,Course Description: The first semester focuses on the Arabic script as used in Ottoman. Relevant Arabic and Persian grammar will be incorporated into the lectures and exercises. We will read and analyze (morphology and syntax) twentieth-century printed Ottoman texts. Course structure adjusted according to students' level.,"Typically Offered: Summer, Fall"
CEUS-T 699,INTERMEDIATE CENTRAL EURASIAN LANGUAGES,3 credits,CEUS,600,Course Description: This variable titles class is used for spring semester of intermediate-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 699,INTERMEDIATE KYRGYZ II (INTERMEDIATE CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,600,Course Description: This variable titles class is used for spring semester of intermediate-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 702,ADVANCED FINNISH II,3 credits,CEUS,700,"Course Description: This course teaches advanced skills desirable for academic life and work. The goal is to communicate effectively in demanding oral and written situations, and to understand both writing and speech on demanding topics. You will also widen your knowledge on Finnish culture and history.",Typically Offered: Summer
CEUS-T 704,ADVANCED ESTONIAN II,3 credits,CEUS,700,"Course Description: Advanced Estonian II consolidates students' knowledge of Estonian structure, and adds to vocabulary, especially in students' areas of interest. While speaking, reading, listening and writing are developed, this course has more emphasis on reading and writing. Independent work and student contribution a must; class is tailored to individual interests.",Typically Offered: Summer
CEUS-T 712,ADVANCED UZBEK II,3 credits,CEUS,700,"Course Description: Advanced Uzbek II increases oral fluency, and develops listening, reading and writing, to enable students to do research in history, literature, and culture. We do extensive conversation and reading practice, using newspapers and journals illustrating Uzbek history, literature, and modern life, plus Uzbek videos, TV programs, and audio tapes.",Typically Offered: Summer
CEUS-T 714,ADVANCED KAZAKH II,3 credits,CEUS,700,"Course Description: In Advanced Kazakh II we will keep introducing contemporary Kazakhstan, so students will have vocabulary to communicate according properly in different situations, purposes, and roles. Listening materials include narratives, radio interviews, ""Cenasianet"" language programs, Kazakh fiction, and newspapers. Teaching materials will be distributed in hand outs and copies.",Typically Offered: Summer
CEUS-T 732,ADVANCED UYGHUR II,3 credits,CEUS,700,"Course Description: In Advanced Uyghur II students will give oral, reading, and writing presentations, participate in class discussions, and practice translation.  Excerpts from novels, movies, newspapers, etc., will develop knowledge of Uyghur culture.  Students will need a strong drive to contribute to the whole class as well as individual meetings.",Typically Offered: Summer
CEUS-T 742,ADVANCED HUNGARIAN II,3 credits,CEUS,700,"Course Description: In this course, students continue to learn how to converse about moderately complex personal, social, and academic topics, read and understand a range of genres, and write and translate for personal and academic needs. Based on readings, students extend vocabulary and develop a more academic style for conversation and writing.",Typically Offered: Summer
CEUS-T 752,ADVANCED PERSIAN II,3 credits,CEUS,700,Course Description: Advanced Persian II continues Advanced Persian I.,Typically Offered: Summer
CEUS-T 757,ADVANCED SORANI KURDISH II,3 credits,CEUS,700,"Course Description: Advanced Sorani Kurdish II will help students bring their listening, speaking, reading, and writing to levels appropriate for living and operating in the target-language environment. We will almost entirely use native sources supplemented by worksheets.",Typically Offered: Summer
CEUS-T 762,ADVANCED MONGOLIAN II,3 credits,CEUS,700,"Course Description: Class objectives are: 1) develop a sense of Mongolian literary style through reading diverse materials; 2) improve fluency by oral presentations, class discussions, and role-playing; 3) Practice formal translation using internet and newspaper materials; 5) develop knowledge of Mongolian culture and literary history.",Typically Offered: Summer
CEUS-T 772,ADVANCED TIBETAN II,3 credits,CEUS,700,Course Description: This course will further develop advanced skills desirable for academic and professional work. The materials are selected from writings and translations of classical and modern Tibetan. Daily writing and translation assignments. Knowledge of Tibetan culture and history also taught.,Typically Offered: Summer
CEUS-T 782,ADVANCED TURKISH II,3 credits,CEUS,700,"Course Description: Advanced Turkish II is a fun way to learn Turkish, with new and improved materials and an interactive method. Instruction is based on authentic materials, such as Turkish TV via Oncourse. At coffee hours students can interact with native speakers in a friendly environment.",Typically Offered: Summer
CEUS-T 799,ADVANCED CENTRAL EURASIAN LANGUAGES,3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,POST ADVANCED LANGUAGE STUDY-MONGOLIAN (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,POST ADVANCED LANGUAGE STUDY-ESTONIAN (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,POST ADV LANGUAGE-HUNGARIAN (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,POST ADVANCED LANGUAGE-FINNISH (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,POST ADVANCED LANGUAGE-UYGHUR (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,POST ADVANCED TIBETAN II (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,POST ADVANCED LANGUAGE-KURDISH (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-T 799,CHUVASH LANGUAGE AND LINGUISTICS (ADVANCED CENTRAL EURASIAN LANGUAGES),3 credits,CEUS,700,Course Description: This variable titles class is used for spring semester of advanced-level modern language classes which do not yet have their own number. Such languages will be Uralic; Altaic; Iranian; or Tibeto-Burman languages of the Tibetan Plateau-Himalayas region. Students may not use more than one such language for departmental degree requirements.,Typically Offered: Summer
CEUS-X 490,ADVANCED READINGS IN CENTRAL EURASIAN STUDIES,1-6 credits,CEUS,400,"Course Description: Independent, directed study of an advanced topic in Central Eurasian Studies that covers multiple areas or does not fit comfortably in any specific area. Readings may include work on demanding classical texts or a survey of the secondary literature on a topic.","Typically Offered: Summer, Fall"
CHEM-A 314,BIOLOGICAL AND ENVIRONMENTAL CHEMICAL ANALYSIS,2 credits,CHEM,300,"Course Description: Theory and application of analytical techniques including statistical treatment of data, spectroscopy, separation methods, electroanalytical methods, radiostopes, and immunological methods.",Typically Offered: Summer
CHEM-A 316,BIOANALYTICAL CHEMISTRY LABORATORY,2 credits,CHEM,300,Course Description: Laboratory experiments involve the application of analytical techniques and instrumentation to chemical analysis of biological samples.,Typically Offered: Summer
CHEM-A 800,SECOND YEAR ANALYTICAL CHEMISTRY REVIEW,1-2 credits,CHEM,800,Course Description: Evaluation of second year analytical chemistry students. Must be completed prior to Ph.D. candidacy.,"Typically Offered: Summer, Fall"
CHEM-B 486,GENE EXPRESSION AND PHYSIOLOGY,3 credits,CHEM,400,"Course Description: Biosynthesis of macromolecules, control of gene expression, advanced topics in biochemistry.",Typically Offered: Summer
CHEM-B 487,BIOCHEMISTRY LABORATORY,2 credits,CHEM,400,"Course Description: Laboratory instruction in the fundamental techniques of protein biochemistry including assay methods; separation of macromolecules by electrophoresis and chromatography; isolation, purification, analysis of enzymes, and methods for probing protein-ligand interactions.",Typically Offered: Summer
CHEM-B 488,ADVANCED BIOCHEMISTRY LABORATORY,2 credits,CHEM,400,"Course Description: Laboratory instruction in the fundamental techniques of nucleic acid chemistry, including assay methods, nucleic acid purification strategies, recombinant DNA procedures; transformations, protein expression systems, polymerase chain reaction (PCR) methodologies, and methods of genomic analysis.",Typically Offered: Summer
CHEM-B 800,BIOLOGICAL CHEMISTRY RESEARCH SEMINAR,1-2 credits,CHEM,800,Course Description: The preparation and presentation of student research lectures based on current journals and other research literature in biological chemistry and related areas on topics not closely related to the student's own research.,"Typically Offered: Summer, Fall"
CHEM-C 100,THE WORLD OF CHEMISTRY,3 credits,CHEM,100,"Course Description: The chemistry of everyday life: fuels, plastics, drugs, water, air, and living systems. Lectures illustrated by demonstrations, films, and molecular models. Readings include articles from current newspapers and magazines.",Typically Offered: Summer
CHEM-C 100,SUSTAINABILITY AND THE ENVIRONMENT (THE WORLD OF CHEMISTRY),3 credits,CHEM,100,"Course Description: The chemistry of everyday life: fuels, plastics, drugs, water, air, and living systems. Lectures illustrated by demonstrations, films, and molecular models. Readings include articles from current newspapers and magazines.",Typically Offered: Summer
CHEM-C 101,ELEMENTARY CHEMISTRY 1,3 credits,CHEM,100,"Course Description: Essential principles of chemistry, atomic and molecular structure, bonding, properties and reactions of elements and compounds, stoichiometry, solutions, and acids and bases. For students who are not planning careers in the sciences and for those with no previous course work in chemistry.","Typically Offered: Summer, Fall"
CHEM-C 102,ELEMENTARY CHEMISTRY 2,3-5 credits,CHEM,100,Course Description: Continuation of C101. The chemistry of organic compounds and their reactions followed by an extensive introduction to biochemistry.,Typically Offered: Summer
CHEM-C 103,INTRODUCTION TO CHEMICAL PRINCIPLES,5 credits,CHEM,100,"Course Description: Designed specifically to alleviate deficiencies in chemistry and prepare students for C117-C127.  Content includes applications of measurement and chemical formula/equation conversions; modern view of the atom; and solution processes that relate to chemical reactions. Lectures, labs, and discussion sections will emphasize problem-solving strategies.","Typically Offered: Spring, Summer, Fall"
CHEM-C 107,FRONTIERS OF CHEMICAL RESEARCH,1 credit,CHEM,100,"Course Description: A freshmen seminar featuring talks and demonstrations by various faculty about current research in analytical, biological, inorganic, organic, and physical chemistry.",Typically Offered: Summer
CHEM-C 114,CHEMISTRY OF ART,3 credits,CHEM,100,"Course Description: Explores the intersection of chemistry with the visual arts, to learn and appreciate chemistry commingled in the world of art. Covers the basic principles of chemistry and its applications as a way to understand the chemical and physical nature of color, paints, pottery, sculpture, photography, and more. ",Typically Offered: Summer
CHEM-C 116,PROBLEM SOLVING IN GENERAL CHEMISTRY,1 credit,CHEM,100,Course Description: Problem solving course aimed at boosting student success while taking CHEM-C 117.  Course meets weekly during which time students will be guided through problem solving and success strategies for science classes.,"Typically Offered: Summer, Fall"
CHEM-C 117,PRINCIPLES OF CHEMISTRY AND BIOCHEMISTRY I,3 credits,CHEM,100,"Course Description: Lecture course covering basic principles of chemistry and biochemistry, basic mathematical and conceptual principles in atomic structure and periodic properties, molecular structure, chemical bonding, energy (thermochemistry), kinetics, equilibrium and thermodynamics. ","Typically Offered: Spring, Summer, Fall"
CHEM-C 118,PRINCIPLES OF CHEMISTRY AND BIOCHEMISTRY II,5 credits,CHEM,100,"Course Description: Integrated lecture-laboratory course building on principles taught in CHEM-C 117. Topics include solutions, equilibria, electrochemistry, nuclear reactions, and transition metals. Additional topics may include polymers, drug design, and atmospheric chemistry. Focuses on application-based problem solving.","Typically Offered: Summer, Fall"
CHEM-C 121,ELEMENTARY CHEMISTRY LAB 1,2 credits,CHEM,100,Course Description: Introduction to the techniques and reasoning of experimental chemistry. Emphasis is given to study of physical and chemical properties of inorganic compounds.,"Typically Offered: Summer, Fall"
CHEM-C 122,ELEMENTARY CHEMISTRY LAB 2,2 credits,CHEM,100,Course Description: Continuation of  C121.  Emphasis or organic and biochemical experimental techniques.,Typically Offered: Summer
CHEM-C 127,PRINCIPLES OF CHEMISTRY AND BIOCHEMISTRY I LABORATORY,2 credits,CHEM,100,"Course Description: Basic principles of chemistry and biochemistry that align with the topics in CHEM-C 117. Chemical bonding (atomic structure, molecular structure, molecular orbital theory, and non-covalent interactions), macroscopic properties (energy, kinetics, equilibrium, and thermodynamics). Hands-on laboratory techniques in chemistry necessary for success in later chemistry laboratory courses, especially organic chemistry.","Typically Offered: Spring, Summer, Fall"
CHEM-C 240,PROBLEM SOLVING IN ORGANIC CHEMISTRY,1 credit,CHEM,200,Course Description: Problem-solving course aimed at boosting student success while taking CHEM-C 341. Students will be guided through problem-solving and success strategies for science classes.,"Typically Offered: Summer, Fall"
CHEM-C 243,SUPPLEMENTAL GENERAL CHEMISTRY,2 credits,CHEM,200,"Course Description: For transfer students with General Chemistry I credit from regional campuses or other colleges who plan to take Organic Chemistry, Equilibrium, Kinetics, and thermodynamics will be covered.","Typically Offered: Summer, Fall"
CHEM-C 318,SPECTROCHEMISTRY AND SEPARATIONS,2-3 credits,CHEM,300,"Course Description: Ultraviolet, visible, infrared, and luminescence spectrophotometry; flame and electrical discharge techniques; x-ray and mass spectrometric methods; phase equilibria and extractions; counter current distribution; gas, thin-layer liquid, and high-performance liquid chromatography.",Typically Offered: Summer
CHEM-C 341,ORGANIC CHEMISTRY 1 LECTURES,3 credits,CHEM,300,Course Description: Chemistry of carbon compounds. Nomenclature; qualitative theory of valence; structure and reactions. Syntheses and reactions of major classes of monofunctional compounds.,"Typically Offered: Spring, Summer, Fall"
CHEM-C 342,ORGANIC CHEMISTRY LECTURES 2,3 credits,CHEM,300,"Course Description: Syntheses and reactions of polyfunctional compounds, natural and industrial products.","Typically Offered: Spring, Summer, Fall"
CHEM-C 343,ORGANIC CHEMISTRY LABORATORY 1,2 credits,CHEM,300,"Course Description: Laboratory instruction in the fundamental techniques of organic chemistry, spectroscopy, and the use of general synthetic methods.","Typically Offered: Spring, Summer, Fall"
CHEM-C 361,PHYSICAL CHEMISTRY OF BULK MATTER,3-4 credits,CHEM,300,"Course Description: Thermodynamics laws, free energy and chemical potentials, gases and dilute solutions, phase transitions, colligative properties, chemical equilibria, ionic solutions, chemical kinetics and transport processes, current topics.",Typically Offered: Summer
CHEM-C 372,CHEMISTRY WITH MOLECULAR MODELING,3 credits,CHEM,300,Course Description: Focuses on computational prediction of the structure and properties of a single molecule or a series of a few related molecules. Molecular properties covered include molecular geometries; electronic distribution and molecular orbitals; molecular energetics and thermochemistry; molecular spectra such as IR and UV-Vis spectra; and intermolecular interactions. ,Typically Offered: Summer
CHEM-C 383,HUMAN BIOCHEMISTRY,3 credits,CHEM,300,"Course Description: Introduction to macromolecular structure, central metabolism, and chemical basis of biological information flow.","Typically Offered: Summer, Fall"
CHEM-C 416,SURFACE ANALYSIS AND SURFACE CHEMISTRY,3 credits,CHEM,400,"Course Description: An overview of the modern instrumental techniques of surface analysis will be presented, together with a survey of their applications to solve surface chemical problems.  Topics include electron and ion spectroscopies, SIMS, LEED, thermal desorption spectroscopy, surface electron and ion microscopies, catalysis, microelectronics fabrication, and corrosion.  ",Typically Offered: Summer
CHEM-C 430,INORGANIC CHEMISTRY,3 credits,CHEM,400,"Course Description: Structure and bonding of inorganic compounds; survey of chemistry of non-metal and metal elements, coordination compounds, organometallic compounds, mechanisms and reactions.",Typically Offered: Summer
CHEM-C 437,INORGANIC CHEMISTRY LABORATORY,2 credits,CHEM,400,"Course Description: Synthesis, characterization, and study of chemical and physical properties of inorganic and organometallic compounds.",Typically Offered: Summer
CHEM-C 446,ORGANIC CHEMISTRY III,3 credits,CHEM,400,"Course Description: Further develops concepts introduced in Organic Chemistry I and II. Advanced topics include retrosynthesis, kinetics, catalysis, organometallic chemistry, FO theory and pericyclic reactions, heterocycles, mechanism, radicals and carbenes, polymers, solid phase synthesis of peptides and organic synthesis.",Typically Offered: Summer
CHEM-C 458,FUNDAMENTALS OF BIOCHEMICAL CATALYSIS,1.5 credits,CHEM,400,"Course Description: Covers general properties of enzymes and basic principles of enzymatic reactions, as well as enzyme kinetics; inhibitor types, their importance and their effects on enzymatic reaction rates; and specificity of enzymes.  Also explores thermodynamics, catalytic mechanisms, and kinetics and binding equilibria as they apply to proteins.",Typically Offered: Summer
CHEM-C 460,NUCLEAR CHEMISTRY,3 credits,CHEM,400,"Course Description: Fundamentals of nuclear behavior: nuclear properties, radioactive decay and nuclear reactions; applications of nuclear phenomena; biological effects of radiation, nuclear analytical techniques, tracers, radioisotope dating, nuclear power and the origin of the chemical elements.","Typically Offered: Summer, Fall"
CHEM-C 481,PHYSICAL BIOCHEMISTRY,3 credits,CHEM,400,Course Description: Physical chemistry of biological macromolecules; structure and conformation of proteins and nucleic acids; thermodynamics and kinetics of biochemical reactions.,Typically Offered: Summer
CHEM-C 483,BIOLOGICAL CHEMISTRY,3 credits,CHEM,400,"Course Description: Introduction to structure, chemical properties, and interrelationships of biological substances.","Typically Offered: Spring, Summer, Fall"
CHEM-C 484,BIOMOLECULES AND CATABOLISM,3 credits,CHEM,400,Course Description: Structure and function of cellular components and catabolism of glucose.,"Typically Offered: Summer, Fall"
CHEM-C 500,INTRODUCTION TO RESEARCH,2-6 credits,CHEM,500,Course Description: ,"Typically Offered: Summer, Fall"
CHEM-C 505,GRADUATE PROFESSIONAL DEVELOPMENT SEMINAR,1 credit,CHEM,500,"Course Description: Incoming graduate students will be exposed to three core areas: teaching skills, research skills and professional skills.  Topics include classroom management for discussion/labs, grading, effective research habits and time management, CVs, ethics, library skills, grant writing, and making the most out of your PhD.","Typically Offered: Summer, Fall"
CHEM-C 565,NUCLEAR CHEMISTRY,3 credits,CHEM,500,"Course Description: Introduction to nuclear science covering the properties, structure, and reactions of nuclei. The energetics and kinetics of radioactivity are studied. Models presented include the liquid drop (macroscopic properties) and the shell (microscopic properties) models.  Topics covered include: origin of the elements, nuclear power, biological effects of radiation, and radiocarbon dating.","Typically Offered: Summer, Fall"
CHEM-C 588,FUNDAMENTALS OF BIOCHEMICAL CATALYSIS,1.5 credits,CHEM,500,"Course Description: General properties of enzymes and basic principles of enzymatic reactions are discussed. Enzyme kinetics; inhibitor types, their importance and there effects on enzymatic reaction rates; and specificity of enzymes will be covered. Students will gain facility with thermodynamics, catalytic mechanisms, kinetics and binding equilibria as they apply to proteins.",Typically Offered: Summer
CHEM-C 589,ENZYME MECHANISMS,1.5 credits,CHEM,500,"Course Description: Enzyme mechanisms demonstrate how chemical principles are employed by living organisms. The course will cover several classes of enzymes, for example, hydrolases, phosphorylases, kinases, carboxylases, and transferases. Focus will also be placed on the roles of cofactors in catalysis.",Typically Offered: Summer
CHEM-C 613,MASS SEPCTROMETRY AND STABLE ISOTOPES,1.5-3 credits,CHEM,600,Course Description: Topics in mass spectroscopic instrumentation and applications and in the natural.,"Typically Offered: Summer, Fall"
CHEM-C 615,BIOANALYTICAL CHEMISTRY,1.5-3 credits,CHEM,600,"Course Description: Survey of modern analytical techniques, including spectrochemical.",Typically Offered: Summer
CHEM-C 616,SURFACE ANALYSIS AND SURFACE CHEMISTRY,1.5-3 credits,CHEM,600,"Course Description: An overview of the modern instrumental techniques of surface analysis will be presented, together with a survey of their applications to solve surface chemical problems. Topics include electron and ion spectroscopies, SIMS, LEED, thermal desorption spectroscopy, surface electron and ion microscopies, catalysis, microelectronics fabrication and corrosion.",Typically Offered: Summer
CHEM-C 620,MEASUREMENT SCIENCE,1-3 credits,CHEM,600,"Course Description: Topics related to measurement in the chemical sciences and interdisciplinary fields of science and engineering.  Special attention to perspectives on advanced instrumentation and application of new hybrid techniques to areas such as biomedical, environmental, energy, or other areas of interest.",Typically Offered: Summer
CHEM-C 643,ORGANIC NATURAL PRODUCTS,3 credits,CHEM,600,Course Description: ,Typically Offered: Summer
CHEM-C 648,SEMINAR ORGANIC CHEMISTRY,1-3 credits,CHEM,600,"Course Description: Recent developments in such areas as sulfur compounds, heterocyclic, stereochemistry, polymers, and synthesis.","Typically Offered: Summer, Fall"
CHEM-C 668,SEMINAR PHYSICAL CHEMISTRY,1-3 credits,CHEM,600,"Course Description: Topics such as chemical applications of matrix algebra and group theory, digital computing techniques, solid state chemistry, high temperature processes, electro-chemistry, theory of solutions, spectroscopy, and surface chemistry.","Typically Offered: Summer, Fall"
CHEM-C 687,SEM ADV TOPICS IN BIOCHEMISTRY,1-3 credits,CHEM,600,Course Description: ,"Typically Offered: Summer, Fall"
CHEM-C 689,QUANTITATIVE AND CHEMICAL BIOLOGY JOURNAL CLUB,1 credit,CHEM,600,"Course Description: Current literature in chemical biology, biological imaging, mass spectrometry and structural biology of biomolecules and biomolecular assemblies will be discussed.",Typically Offered: Summer
CHEM-C 810,RESEARCH ANALYTICAL CHEMISTRY,1-12 credits,CHEM,800,Course Description: ,"Typically Offered: Spring, Summer, Fall"
